Fight_Id,Fighter_Id_1,Fighter_Id_2,Raw_Fighter_1,Raw_Fighter_2,Weight_Class,Event_Id,Result_1,Result_2,Time Format,Referee,target
4a0db214d9721d6e,d661ce4da776fc20,c03520b5c88ed6b4,Merab Dvalishvili,Petr Yan,Bantamweight,bd92cf5da5413d2a,L,W,5 Rnd (5-5-5-5-5),Marc Goddard,0
dfa692db6d39330c,17e97649403ba428,a0f0004aadf10b71,Alexandre Pantoja,Joshua Van,Flyweight,bd92cf5da5413d2a,L,W,5 Rnd (5-5-5-5-5),Herb Dean,0
fbbb9e72900b71f5,4461d7e47375a895,792be9a24df82ed6,Brandon Moreno,Tatsuro Taira,Flyweight,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Mark Smith,0
1dc29f4c6fcdd356,6e743a33d56bdaa4,056c493bbd76a918,Henry Cejudo,Payton Talbott,Bantamweight,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Chris Tognoni,0
c797b58d85c840a4,2e7878927067fdca,99bd51917728c25d,Grant Dawson,Manuel Torres,Lightweight,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Herb Dean,0
b3d2ac2244e4f791,fd406a32a6fb3a29,809bd1a871491508,Terrance McKinney,Chris Duncan,Lightweight,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Marc Goddard,0
2417cc7bc1eea75b,6a740daf1b279661,9d62c2d8ee151f08,Maycee Barber,Karine Silva,Women's Flyweight,bd92cf5da5413d2a,W,L,3 Rnd (5-5-5),Mark Smith,1
10a57b983e59f727,1e4f273069fb9e85,ff62013d2fce6d13,Nazim Sadykhov,Fares Ziam,Lightweight,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Jason Herzog,0
3c683da1924b6c44,1e719d4b676dc19a,7acbb0972e75281a,Marvin Vettori,Brunno Ferreira,Middleweight,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Chris Tognoni,0
7af407397532f7cf,4d8fa64202cee4c1,64a50dad704d1d49,Edson Barboza,Jalin Turner,Lightweight,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Herb Dean,0
ea660db65bfa998f,1c23ec2f1b71be40,6e8f1bcdda94ff45,Iwo Baraniewski,Ibo Aslan,Light Heavyweight,bd92cf5da5413d2a,W,L,3 Rnd (5-5-5),Marc Goddard,1
964ea1777695851b,841695e02c99a521,6d48a2df51749d91,Mansur Abdul-Malik,Antonio Trocoli,Middleweight,bd92cf5da5413d2a,W,L,3 Rnd (5-5-5),Mark Smith,1
40fa4f8b4b93884e,480779d7f9a424d3,8d11d9c13e2ccdf7,Muhammad Naimov,Mairon Santos,Featherweight,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Mark Smith,0
5f5b626e67529056,eae48ff31db420c2,193b9d1858bc4df3,Arman Tsarukyan,Dan Hooker,Lightweight,92c96df8bdab5fea,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,1
b2218930b982d9b6,442c9011034ae1fd,b1b0729d27936f2f,Belal Muhammad,Ian Machado Garry,Welterweight,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Rich Mitchell,0
870d374f8d9af65a,0845c81e37d3bcb3,a495f599e787614f,Volkan Oezdemir,Alonzo Menifield,Light Heavyweight,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Marc Goddard,1
8ed609d80e135d94,bf2c8e01b07d3eb1,0a1942069c9ad6b6,Jack Hermansson,Myktybek Orolbai,Welterweight,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Daniel Movahedi,0
e8307c7686c42d8c,fc08099550072fe4,6747ccd6d1acd266,Waldo Cortes Acosta,Shamil Gaziev,Heavyweight,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Lukasz Bosacki,1
00ee51bba08b7a08,98aa60cf58071fd6,f00ac08ab056af5d,Tagir Ulanbekov,Kyoji Horiguchi,Flyweight,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Rich Mitchell,0
5e6a74db89f5410c,b1de86d835638319,fb37795db81f93f3,Bogdan Grad,Luke Riley,Featherweight,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Marc Goddard,0
c49485cedb878cf0,9d19d9e4aa2662e8,de26d906f2874dd4,Nicolas Dalby,Saygid Izagakhmaev,Welterweight,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Lukasz Bosacki,1
443f30a4a856584a,8d3273573b85be09,ab2b4ff41d6ebe0f,Alex Perez,Asu Almabayev,Flyweight,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Daniel Movahedi,0
f5564a9eeebd4ea0,95aff2fd8d09a5f0,09a4447655fd4b7b,Abdul Rakhman Yakhyaev,Rafael Cerqueira,Light Heavyweight,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Rich Mitchell,1
6f0231915cc28507,4a6dff1b260bcf61,a4dc0f2b95df4cc1,Bekzat Almakhan,Aleksandre Topuria,Bantamweight,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Marc Goddard,0
335064c3380e2f10,6a96ad1bc34fb113,d5bab53a1a603aac,Ismail Naurdiev,Ryan Loder,Middleweight,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Daniel Movahedi,1
46f81d5ecd974c1c,ca28cdf526d6b6e9,52b6bf4528130e86,Nurullo Aliev,Shem Rock,Lightweight,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Lukasz Bosacki,1
9027e156c6f1988a,b5c19c34f12c917e,ac0874309da489b9,Marek Bujlo,Denzel Freeman,Heavyweight,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Rich Mitchell,0
856f6ee049373843,275aca31f61ba28c,6b453bc35a823c3f,Jack Della Maddalena,Islam Makhachev,Welterweight,8db1b36dde268ef6,L,W,5 Rnd (5-5-5-5-5),Herb Dean,0
7606f6b6c19f2d73,132deb59abae64b1,1ebe20ebbfa15e29,Valentina Shevchenko,Zhang Weili,Women's Flyweight,8db1b36dde268ef6,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,1
477af74ea3cbba8b,c32aeb1a59e6272d,45f7cb591c3ab00b,Sean Brady,Michael Morales,Welterweight,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Blake Grice,0
3c60884853766487,7ee0fd831c0fe7c3,f1fac969a1d70b08,Leon Edwards,Carlos Prates,Welterweight,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Keith Peterson,0
9b5f190cd3f5ce16,c2299ec916bc7c56,08af939f41b5a57b,Beneil Dariush,Benoit Saint Denis,Lightweight,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Herb Dean,0
292b83afa418635f,35673bf5204524ee,260e9e0d4954aea6,Bo Nickal,Rodolfo Vieira,Middleweight,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Dan Miragliotta,1
ebb012c5f3fd0cbb,d1c65d2cf2925ddd,9d83f6da776ff7d6,Roman Kopylov,Gregory Rodrigues,Middleweight,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Marc Goddard,0
909cd8633507a0c8,669970f7feba8ecd,68d4a891e5cf2029,Erin Blanchfield,Tracy Cortez,Women's Flyweight,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Blake Grice,1
e313286b307334a7,d776b5814f2400b4,2e45d08b3f2f02c8,Malcolm Wellmaker,Ethyn Ewing,Featherweight,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Keith Peterson,0
9bbdc2a2ab334541,d6c0cdd7e467c440,6ac9bc2953c47345,Kyle Daukaus,Gerald Meerschaert,Middleweight,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Herb Dean,1
e3cbd663732f4a98,b8bbdeff718dbb7d,e0c6edcb5b5d0b90,Pat Sabatini,Chepe Mariscal,Featherweight,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Dan Miragliotta,1
6c2c6a6e3f4d04db,745fa7b605f8e2da,f0feeb2192937424,Angela Hill,Fatima Kline,Women's Strawweight,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Marc Goddard,0
c037cf1f7b429d5e,d1feea7a4bdcd503,9508cc6184cb2450,Baisangur Susurkaev,Eric McConico,Middleweight,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Blake Grice,1
1a5378e32e8519ef,72f890c5d421e705,19c591115a58982c,Viacheslav Borshchev,Matheus Camilo,Lightweight,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Keith Peterson,0
4e224ebb6394611d,01641ba5df0c69b0,c6aee362c7a7d482,Gabriel Bonfim,Randy Brown,Welterweight,6436029b50a9c255,W,L,5 Rnd (5-5-5-5-5),Mark Smith,1
f7e9bd2d6f81aeae,2fe9032955c2e013,67c1d46f4ed16f9e,Matt Schnell,Joseph Morales,Flyweight,6436029b50a9c255,L,W,3 Rnd (5-5-5),Keith Peterson,0
b23fa678cc65cf5b,681399317dbf4701,447f9858ae78f921,Muslim Salikhov,Uros Medic,Welterweight,6436029b50a9c255,L,W,3 Rnd (5-5-5),Kerry Hatley,0
20971ed9a842b0cb,06626b6287e1ae1e,eb393afdbe3293d5,Chris Padilla,Ismael Bonfim,Lightweight,6436029b50a9c255,W,L,3 Rnd (5-5-5),Chris Tognoni,1
ac4343150638b635,a93f94c923c3a9cb,9384e71bca6c409d,Christian Leroy Duncan,Marco Tulio,Middleweight,6436029b50a9c255,W,L,3 Rnd (5-5-5),Mark Smith,1
e3d657dd88864ba7,e00a3dee329a51f7,41cc71cbf210e0fe,Hyder Amil,Jamall Emmers,Featherweight,6436029b50a9c255,L,W,3 Rnd (5-5-5),Kerry Hatley,0
c6d56aad93f98249,b9f28e7045fdfce7,5987b2458f4b5290,Ricky Simon,Raoni Barcelos,Bantamweight,6436029b50a9c255,L,W,3 Rnd (5-5-5),Keith Peterson,0
80eae31bc0a94a65,e3964ece586e0635,cc8c623cca88f54f,Mayra Bueno Silva,Jacqueline Cavalcanti,Women's Bantamweight,6436029b50a9c255,L,W,3 Rnd (5-5-5),Chris Tognoni,0
87dcb3eab20f6ac1,955da1675ad58a50,6a311920edd73c85,Josh Hokit,Max Gimenis,Heavyweight,6436029b50a9c255,W,L,3 Rnd (5-5-5),Mark Smith,1
9126633d921afb57,cffb87059e645bd1,31ef8b67e13495b3,Tecia Pennington,Denise Gomes,Women's Strawweight,6436029b50a9c255,L,W,3 Rnd (5-5-5),Keith Peterson,0
238c274c90587e21,850266b3dc4e506e,46e0d677f91bacc0,Miles Johns,Daniel Marcos,Bantamweight,6436029b50a9c255,L,W,3 Rnd (5-5-5),Kerry Hatley,0
84b66bf7fba2d59d,23dec7c47cb418f8,3eeec2f53cebdf12,Zach Reese,Jackson McVey,Catch Weight,6436029b50a9c255,W,L,3 Rnd (5-5-5),Chris Tognoni,1
747d922b329b7f30,97cf1a2c7c5e7889,ffe9703408fb5964,Steve Garcia,David Onama,Featherweight,0e2c2daf11b5d8f2,W,L,5 Rnd (5-5-5-5-5),Herb Dean,1
9d9390b550d77e06,fc08099550072fe4,7d8435c56043b0ae,Waldo Cortes Acosta,Ante Delija,Heavyweight,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Mark Smith,1
b0f68344e01884ff,d66a46de8d705353,40f3cb27fc7305a1,Jeremiah Wells,Themba Gorimbo,Welterweight,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Chris Tognoni,1
767b78b67c7da17c,70380ccdc81915b8,a57cb948c4c70a47,Isaac Dulgarian,Yadier del Valle,Featherweight,0e2c2daf11b5d8f2,L,W,3 Rnd (5-5-5),Eric McMahon,0
71c8ca7442bcb757,feedf3053472fe56,7cec3c4a5e7b6d68,Charles Radtke,Daniel Frunza,Welterweight,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Herb Dean,1
f41c2c82d5117230,253076a23d03dcd0,7f6ed67d3ed3c036,Allan Nascimento,Cody Durden,Catch Weight,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Mark Smith,1
f063bcccbbb9edc5,07a74004d964c7f4,7e9b36a9847db116,Billy Elekana,Kevin Christian,Light Heavyweight,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Chris Tognoni,1
58f6248da3cdf3ce,0e46690e55a8df75,117a06469813e4ef,Timmy Cuamba,ChangHo Lee,Bantamweight,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Eric McMahon,1
c245be6698c1e378,ad5cb64af10fc946,4e6738062d469256,Donte Johnson,Sedriques Dumas,Middleweight,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Herb Dean,1
760150e9951e65fa,d3f5d33d61cd00c9,b9706f80d005036c,Ketlen Vieira,Norma Dumont,Women's Bantamweight,0e2c2daf11b5d8f2,L,W,3 Rnd (5-5-5),Mark Smith,0
32927d50acedb507,87f8699fdcc2c404,1235b31de15d0c6e,Alice Ardelean,Montserrat Conejo Ruiz,Women's Strawweight,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Chris Tognoni,1
e6031b5937294176,4a07b1988477502c,8e382b585a92affe,Phil Rowe,Seokhyeon Ko,Welterweight,0e2c2daf11b5d8f2,L,W,3 Rnd (5-5-5),Eric McMahon,0
7add5901fac6ab82,d35298b6df168456,c0d5c0c95c59050b,Talita Alencar,Ariane Carnelossi,Women's Strawweight,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Mark Smith,1
7d3da3c4153717de,7447e9f28508106a,7dda2cf308f24a02,Virna Jandiroba,Mackenzie Dern,Women's Strawweight,7956f026e2672c47,L,W,5 Rnd (5-5-5-5-5),Marc Goddard,0
e69f9b4b9cae12a4,2b6fc1c02736833d,bc711b6dd95c1af6,Umar Nurmagomedov,Mario Bautista,Bantamweight,7956f026e2672c47,W,L,3 Rnd (5-5-5),Jason Herzog,1
b42a3386a7dccb3d,279566840aa55bf2,41e83a89929d1327,Alexander Volkov,Jailton Almeida,Heavyweight,7956f026e2672c47,W,L,3 Rnd (5-5-5),Marc Goddard,1
ef12d2aaaadaf6d0,e90a2f22417af68e,333b9e5c723ac873,Aleksandar Rakic,Azamat Murzakanov,Light Heavyweight,7956f026e2672c47,L,W,3 Rnd (5-5-5),Rich Mitchell,0
cb902d73389ed34b,17734443a833cdf7,b7b84ccd221be298,Nasrat Haqparast,Quillan Salkilld,Lightweight,7956f026e2672c47,L,W,3 Rnd (5-5-5),Kerry Hatley,0
0230a9dd2739add4,b07aed698fba8624,285ae0b4a68221f4,Ikram Aliskerov,JunYong Park,Middleweight,7956f026e2672c47,W,L,3 Rnd (5-5-5),Rich Mitchell,1
e9c034cec33b3479,5b86d491d63890c5,849c5d9979df5357,Ludovit Klein,Mateusz Rebecki,Lightweight,7956f026e2672c47,W,L,3 Rnd (5-5-5),Marc Goddard,1
f2c2a49fed32bd75,f5779a2303ed76ec,cdb7b38b1b357f26,Valter Walker,Louie Sutherland,Heavyweight,7956f026e2672c47,W,L,3 Rnd (5-5-5),Kerry Hatley,1
bd7394f07247d9ca,329e403448756217,7d6ceff6747f2de2,Nathaniel Wood,Jose Delgado,Featherweight,7956f026e2672c47,W,L,3 Rnd (5-5-5),Jason Herzog,1
3fdb4c4b39218cf4,3329d692aea4dc28,7a5e8c94a86f9895,Hamdy Abdelwahab,Chris Barnett,Heavyweight,7956f026e2672c47,W,L,3 Rnd (5-5-5),Marc Goddard,1
22dd728012944f0a,0be6776db31d98ec,7f1bf0c255ec8756,Azat Maksum,Mitch Raposo,Flyweight,7956f026e2672c47,L,W,3 Rnd (5-5-5),Rich Mitchell,0
ef1519c8c1d20977,43a59ce3bb40449e,bc7d1ad49fcb2d08,Jaqueline Amorim,Mizuki,Women's Strawweight,7956f026e2672c47,L,W,3 Rnd (5-5-5),Kerry Hatley,0
d61373d9fdf01a12,2f181c0467965b98,d549cefc7c54ab78,Reinier de Ridder,Brendan Allen,Middleweight,38e5d9dcb0fddc42,L,W,5 Rnd (5-5-5-5-5),Jason Herzog,0
cdd565a16975c711,dd6103dd7127db1d,3a46b268013afede,Kevin Holland,Mike Malott,Welterweight,38e5d9dcb0fddc42,L,W,3 Rnd (5-5-5),Dan Miragliotta,0
857d274e47aa8c4e,24656ef4d605c96f,7c7332319c14094c,Marlon Vera,Aiemann Zahabi,Bantamweight,38e5d9dcb0fddc42,L,W,3 Rnd (5-5-5),Jason Herzog,0
c82acd7b17915591,34ff304266360297,a9e260472d321361,Manon Fiorot,Jasmine Jasudavicius,Women's Flyweight,38e5d9dcb0fddc42,W,L,3 Rnd (5-5-5),Dan Miragliotta,1
a18edcb638ba7e39,f1d64ae34e088832,113df4fde64735c6,Charles Jourdain,Davey Grant,Bantamweight,38e5d9dcb0fddc42,W,L,3 Rnd (5-5-5),Jason Herzog,1
3af1bdc5a510bba9,31f8081c7600da93,dccb63727f2f5f74,Kyle Nelson,Matt Frevola,Lightweight,38e5d9dcb0fddc42,W,L,3 Rnd (5-5-5),Dan Miragliotta,1
ecdbb3a5216b815e,519e4fe37ce9ff75,873626e5547b5235,Kyle Prepolec,Drew Dober,Lightweight,38e5d9dcb0fddc42,L,W,3 Rnd (5-5-5),John Cooper,0
970f083af8368f57,7d420039bbfe7c1a,700a674c042b7a96,Cody Gibson,Aoriqileng,Bantamweight,38e5d9dcb0fddc42,L,W,3 Rnd (5-5-5),Mitch Cadlick,0
668a44403a130043,294aa73dbf37d281,b671bdf981ad527d,Bruno Silva,HyunSung Park,Flyweight,38e5d9dcb0fddc42,W,L,3 Rnd (5-5-5),Sal Ram,1
096e00355c8c84ac,312f7d7b2b2f7de4,b7c5eb7cdbac6a63,Danny Barlow,Djorden Santos,Middleweight,38e5d9dcb0fddc42,L,W,3 Rnd (5-5-5),John Cooper,0
8d9458121f0c4b95,1b35af4d1529adf6,4948e412fa6ab67d,Stephanie Luciano,Ravena Oliveira,Women's Strawweight,38e5d9dcb0fddc42,W,L,3 Rnd (5-5-5),Mitch Cadlick,1
87ac0e5face106b4,7674b836ce0698a0,3bc3f60b21cddc6a,Azamat Bekoev,Yousri Belgaroui,Middleweight,38e5d9dcb0fddc42,L,W,3 Rnd (5-5-5),Sal Ram,0
dec301fd5e99ca46,51e2f44a8dbf6984,2c5f5749569eef66,Melissa Croden,Tainara Lisboa,Women's Bantamweight,38e5d9dcb0fddc42,W,L,3 Rnd (5-5-5),John Cooper,1
79865287be90e4be,07225ba28ae309b6,72db2a14ffa73ece,Charles Oliveira,Mateusz Gamrot,Lightweight,9336e86cfd4ceaa1,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,1
f295eb2a7b0ba4b7,aa72b0f831d0bfe5,cc1a8b4b38b92c6d,Deiveson Figueiredo,Montel Jackson,Bantamweight,9336e86cfd4ceaa1,W,L,3 Rnd (5-5-5),Jason Herzog,1
6188b7fb3f8daacc,58bbef3770bb2dfc,6d4b63c767106d3a,Vicente Luque,Joel Alvarez,Welterweight,9336e86cfd4ceaa1,L,W,3 Rnd (5-5-5),Osiris Maia,0
03377f7bf8a2d5ff,39d309957c5c210d,25f9a5f3e8a52618,Jhonata Diniz,Mario Pinto,Heavyweight,9336e86cfd4ceaa1,L,W,3 Rnd (5-5-5),Joao Claudio Soares,0
2aef1a91d26dde42,7facc9c45d792985,1ae8f3c723aacff4,Ricardo Ramos,Kaan Ofli,Featherweight,9336e86cfd4ceaa1,L,W,3 Rnd (5-5-5),Marc Goddard,0
cff0abc02974fb4a,01c9e4013afce141,710f0f8c5d5c9d41,Lucas Almeida,Michael Aswell Jr.,Featherweight,9336e86cfd4ceaa1,L,W,3 Rnd (5-5-5),Jason Herzog,0
766b0b26c40525de,65adf3856c4d9256,b62d5280966b2460,Jafel Filho,Clayton Carpenter,Flyweight,9336e86cfd4ceaa1,W,L,3 Rnd (5-5-5),Osiris Maia,1
a815dafc89adf33b,71171fc96445bf65,764d39074a352e33,Vitor Petrino,Thomas Petersen,Heavyweight,9336e86cfd4ceaa1,W,L,3 Rnd (5-5-5),Joao Claudio Soares,1
546f971f9d8e0a33,eff9074bc066f0f2,103e2e33a60683e1,Bia Mesquita,Irina Alekseeva,Women's Bantamweight,9336e86cfd4ceaa1,W,L,3 Rnd (5-5-5),Marc Goddard,1
434abaea90ccd299,e0d3d9b564f95635,2bd98ab77a8daa75,Lucas Rocha,Stewart Nicoll,Flyweight,9336e86cfd4ceaa1,W,L,3 Rnd (5-5-5),Jason Herzog,1
c547b3e95bcc5f24,abb68e3c7ca128f2,d7c3816669784109,Julia Polastri,Karolina Kowalkiewicz,Women's Strawweight,9336e86cfd4ceaa1,W,L,3 Rnd (5-5-5),Marc Goddard,1
0f9e7d0d04e24b74,6fc506e1099afe20,72ea1984c52019b5,Luan Lacerda,Saimon Oliveira,Bantamweight,9336e86cfd4ceaa1,W,L,3 Rnd (5-5-5),Jason Herzog,1
0de1ef0b9f3a79c0,e5549c82bfb5582d,d802174b0c0c1f4e,Magomed Ankalaev,Alex Pereira,Light Heavyweight,8944a0f9b2f0ce6d,L,W,5 Rnd (5-5-5-5-5),Herb Dean,0
a8511df8285f5c91,c03520b5c88ed6b4,65f09bacd3957381,Merab Dvalishvili,Cory Sandhagen,Bantamweight,8944a0f9b2f0ce6d,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,1
2560ea97b2cce4ef,009341ed974bad72,749f572d1d3161fb,Jiri Prochazka,Khalil Rountree Jr.,Light Heavyweight,8944a0f9b2f0ce6d,W,L,3 Rnd (5-5-5),Mark Smith,1
84ebd144d5e79c88,52c2ae6d2f2d2613,fba03cd6cc28dc41,Josh Emmett,Youssef Zalal,Featherweight,8944a0f9b2f0ce6d,L,W,3 Rnd (5-5-5),Jason Herzog,0
d006dd2513bd376d,c1085e1701b13eca,36b8f265bcd1b7a4,Abus Magomedov,Joe Pyfer,Middleweight,8944a0f9b2f0ce6d,L,W,3 Rnd (5-5-5),Chris Tognoni,0
9418ebb3db2a4bae,2f815ed5f8278ba6,563a1d42bb0e3cef,Ateba Gautier,Tre'ston Vines,Middleweight,8944a0f9b2f0ce6d,W,L,3 Rnd (5-5-5),Marc Goddard,1
7b34aa1eb09b8301,b67d6bacc68d4c92,a44020ea2e8cd026,Daniel Santos,JooSang Yoo,Catch Weight,8944a0f9b2f0ce6d,W,L,3 Rnd (5-5-5),Herb Dean,1
b09ecdc8ef0f0d20,6902fcf0610dd303,2cfba6c837c03ed0,Patchy Mix,Jakub Wiklacz,Bantamweight,8944a0f9b2f0ce6d,L,W,3 Rnd (5-5-5),Jason Herzog,0
1c7cc3a22ab7d907,4144798612ef96e5,886264a0c9f4ea5e,Edmen Shahbazyan,Andre Muniz,Middleweight,8944a0f9b2f0ce6d,W,L,3 Rnd (5-5-5),Mark Smith,1
a951090fb402fd20,64facb6cc564262d,0f1efce7d2571d10,Punahele Soriano,Nikolay Veretennikov,Welterweight,8944a0f9b2f0ce6d,W,L,3 Rnd (5-5-5),Marc Goddard,1
8353b491afa7bc32,3143bf892608139a,9cdd2da1a9104a0b,Macy Chiasson,Yana Santos,Women's Bantamweight,8944a0f9b2f0ce6d,L,W,3 Rnd (5-5-5),Chris Tognoni,0
e53fd165a3bc1f8e,a09ed60aa67a3f67,45f0cc9d18f35137,Chris Gutierrez,Farid Basharat,Bantamweight,8944a0f9b2f0ce6d,L,W,3 Rnd (5-5-5),Herb Dean,0
b98bc1ecb94ef4a5,3d074044a33825e7,32c3ee378671a5d9,Ramiz Brahimaj,Austin Vanderford,Welterweight,8944a0f9b2f0ce6d,W,L,3 Rnd (5-5-5),Mark Smith,1
98883348ddb3be33,4798e823ada58fe9,4333a8e70a672eb7,Veronica Hardy,Brogan Walker,Women's Flyweight,8944a0f9b2f0ce6d,W,L,3 Rnd (5-5-5),Jason Herzog,1
a3ee907c77544cde,9014c02eff8b3d62,2e19380f34871c6a,Carlos Ulberg,Dominick Reyes,Light Heavyweight,ed220e87bef0cc64,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,1
f5fb8b182020c59d,70e1f8a821b72c8b,64ad3e3b0efa30bb,Jimmy Crute,Ivan Erslan,Light Heavyweight,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Mike Beltran,1
38248c5d13f273e6,a9da3158dd2c2b5a,c5ccd878231c5407,Jack Jenkins,Ramon Taveras,Featherweight,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Marc Goddard,1
1ff24d5f760e0491,84b3e7d38f2d2ec5,a845f0735bc67405,Jake Matthews,Neil Magny,Welterweight,ed220e87bef0cc64,L,W,3 Rnd (5-5-5),Jim Perdios,0
8abad36b4c5e4070,6c3b2525436cf5d4,b39f7a6c2be17ee8,Tom Nolan,Charlie Campbell,Lightweight,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Jim Perdios,1
dc31d3260dea7dcf,b4b496ec2197ee3e,69898645d600abdb,Navajo Stirling,Rodolfo Bellato,Light Heavyweight,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Mike Beltran,1
93a0a19c2c1cfe66,8ebc3a8da015d70c,5f61780fe5e9b6d0,Cam Rowston,Andre Petroski,Middleweight,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Steve Perceval,1
e2dc4fb7b5c0ce76,af9f42e6894047fc,40a456a25d52ee65,Jamie Mullarkey,Rolando Bedoya,Lightweight,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Matt Wynne,1
81127436605d3c88,ed7d329d7c29428d,723b64c0e9a8f348,Colby Thicknesse,Josias Musasa,Bantamweight,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Jim Perdios,1
44cd8c9f622e155f,ca80d72da81d7224,528b071cf3da7c56,Michelle Montague,Luana Carolina,Women's Bantamweight,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Steve Perceval,1
140937779a2466a7,d0fd0d9ee560dae7,87e4a3a5080ee7ce,Brando Pericic,Elisha Ellison,Heavyweight,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Mike Beltran,1
e35f7504d83b8b07,545092d13c67aa49,4e30e4250cb08b61,Loma Lookboonmee,Alexia Thainara,Women's Strawweight,ed220e87bef0cc64,L,W,3 Rnd (5-5-5),Matt Wynne,0
de1a3734be60e6a1,f166e93d04a8c274,52ef95b5860fb28c,Diego Lopes,Jean Silva,Featherweight,5efaaf313b652dd7,W,L,5 Rnd (5-5-5-5-5),Mike Beltran,1
944b929130b23c2a,9a97acbfd5a08bfa,05339613bf8e9808,Rob Font,David Martinez,Bantamweight,5efaaf313b652dd7,L,W,3 Rnd (5-5-5),Dan Miragliotta,0
7cbfeba85f86d1bf,e132d47bd9efbbe0,7026eca45f65377b,Rafa Garcia,Jared Gordon,Lightweight,5efaaf313b652dd7,W,L,3 Rnd (5-5-5),Kerry Hatley,1
114d2f6fcd3f6f00,8c0580d4fff106c1,71505842fb6455c3,Kelvin Gastelum,Dustin Stoltzfus,Middleweight,5efaaf313b652dd7,W,L,3 Rnd (5-5-5),Jacob Montalvo,1
202c47db69768356,262a7d06203657e6,f53d4f21d1b5f2dc,Alexander Hernandez,Diego Ferreira,Lightweight,5efaaf313b652dd7,W,L,3 Rnd (5-5-5),Jeff Rexroad,1
8a884a7930d75ca9,faf317c665546a36,32feae6d9a1e5047,Santiago Luna,Quang Le,Bantamweight,5efaaf313b652dd7,W,L,3 Rnd (5-5-5),Mike Beltran,1
07a378b257aad5a9,866fd7b1a6c90e7f,baa9be02c3e3e038,Jose Daniel Medina,Dusko Todorovic,Middleweight,5efaaf313b652dd7,L,W,3 Rnd (5-5-5),Dan Miragliotta,0
352839a03b428e74,ae7fe94f117f98cf,d747eb273a40a920,Claudio Puelles,Joaquim Silva,Lightweight,5efaaf313b652dd7,L,W,3 Rnd (5-5-5),Kerry Hatley,0
