Fighter_Id,Full_Name,Nickname,Height,Weight,Reach,Stance,Belt,Gender,Weight_Class_Profile,W,L,D,Avg_Fight_Time,KD,STR,TD,SUB,Ctrl,Sig_Str_Pct,Sub_Att,KO_Rate,SUB_Rate,DEC_Rate,Fighting_Style
000774e57404d8c7,Chungreng Koren,The Indian Rhino,,135.0,,Orthodox,False,,,7.0,1.0,0.0,,,,,,,,,,,,
001eb2ab0f30e7ea,Mark Choinski,The Shark,5.8,155.0,69.0,Orthodox,False,Male,Lightweight,8.0,1.0,0.0,900.0,0.0,58.0,2.0,0.0,279.0,0.5,0.0,0.0,0.0,0.0,Striker
002ca196477ce572,Gabriel Silva,No Nickname,5.6,135.0,71.0,Orthodox,False,Male,Bantamweight,8.0,2.0,0.0,900.0,0.0,48.5,1.5,0.5,309.0,0.51,0.5,0.0,0.0,1.0,Striker
003d82fa384ca1d0,Aalon Cruz,No Nickname,6.0,145.0,78.0,Switch,False,Male,Lightweight,8.0,4.0,0.0,92.5,0.0,10.0,0.0,0.0,9.0,0.34,0.0,1.0,0.0,0.0,No Clear Style
0052de90691d4a93,Davi Ramos,Tasmanian Devil,5.6,155.0,70.0,Orthodox,False,Male,Lightweight,10.0,4.0,0.0,660.29,0.0,36.0,0.86,0.29,101.0,0.45,0.29,0.0,0.5,0.5,Hybrid
006efbb0c1621fd7,Tyler Hill,No Nickname,6.3,170.0,,Switch,False,,,8.0,2.0,0.0,,,,,,,,,,,,
008c6e1a25751575,Wesley Little,No Nickname,6.4,205.0,,Orthodox,False,,,4.0,8.0,0.0,,,,,,,,,,,,
008cf84faae9c7a5,Bryan Travers,No Nickname,,155.0,,Orthodox,False,,,15.0,4.0,0.0,,,,,,,,,,,,
008dc37cca279def,Sean McCorkle,No Nickname,6.7,265.0,81.0,Orthodox,False,Male,Heavyweight,17.0,7.0,0.0,282.67,0.0,9.33,1.0,1.33,196.0,0.39,1.33,0.0,1.0,0.0,Wrestler
008ea710276c9606,Jeff Molina,El Jefe,5.6,125.0,69.0,Orthodox,False,Male,Flyweight,11.0,2.0,0.0,715.33,0.33,73.0,1.0,0.0,113.33,0.52,0.0,0.5,0.0,0.5,Striker
009341ed974bad72,Jiri Prochazka,No Nickname,6.3,205.0,80.0,Orthodox,False,Male,Light Heavyweight,32.0,5.0,1.0,664.12,0.5,62.12,0.88,0.38,98.0,0.53,0.38,1.0,0.0,0.0,Striker
009c4420727149ea,AJ Dobson,No Nickname,6.1,185.0,76.0,Orthodox,False,Male,Middleweight,7.0,3.0,0.0,743.25,0.0,55.0,2.75,0.0,238.5,0.45,0.0,0.0,0.0,1.0,Striker
00a35c92b03992b0,Oron Kahlon,No Nickname,5.8,135.0,70.0,Orthodox,False,,,16.0,1.0,0.0,,,,,,,,,,,,
00a3ff40c4b2cf21,Glaico Franca Moreira,Nego,6.0,155.0,77.0,Orthodox,False,Male,Lightweight,15.0,5.0,0.0,895.33,0.0,52.67,3.0,0.33,365.33,0.58,0.33,0.0,0.33,0.67,Striker
00a905a4a4a2b071,Greg McIntyre,No Nickname,5.1,155.0,,Orthodox,False,,,6.0,4.0,0.0,,,,,,,,,,,,
00b490982afd1b17,SangHoon Yoo,Assassin,6.0,170.0,74.0,Orthodox,False,,,8.0,2.0,0.0,,,,,,,,,,,,
00debc804e2b1cd4,Dylan Andrews,The Villain,6.1,185.0,74.0,Switch,False,Male,Middleweight,18.0,7.0,0.0,444.8,0.2,23.0,0.8,0.2,119.2,0.63,0.2,0.8,0.2,0.0,Striker
00e11b5c8b7bfeeb,Luke Rockhold,No Nickname,6.3,185.0,77.0,Southpaw,False,Male,Middleweight,16.0,6.0,0.0,463.55,0.36,26.55,0.55,0.27,86.91,0.56,0.27,0.6,0.4,0.0,Striker
010986ee359fb863,John Salter,No Nickname,6.1,185.0,74.0,Southpaw,False,Male,Middleweight,14.0,3.0,0.0,459.67,0.0,11.0,1.0,0.0,61.67,0.4,0.0,0.0,0.0,0.0,Hybrid
0112352cb32f5026,Denis Tiuliulin,No Nickname,6.1,185.0,77.0,Orthodox,False,Male,Middleweight,10.0,10.0,0.0,470.33,0.33,28.33,0.5,0.0,34.67,0.38,0.0,1.0,0.0,0.0,Hybrid
012fc7cd0779c09a,Art Santore,Pachuco,6.2,185.0,,Orthodox,False,,,18.0,8.0,0.0,,,,,,,,,,,,
013da757877044a2,Joe Brammer,The South Side Strangler,5.8,155.0,,Orthodox,False,Male,Lightweight,7.0,3.0,1.0,558.0,0.0,20.0,0.5,0.0,18.5,0.24,0.0,0.0,0.0,0.0,No Clear Style
01641ba5df0c69b0,Gabriel Bonfim,Marretinha,6.1,170.0,72.0,Orthodox,False,Male,Welterweight,18.0,1.0,0.0,499.0,0.29,39.71,0.86,0.57,36.71,0.43,0.57,0.33,0.5,0.17,Hybrid
016a8d958883167c,Gina Mazany,Danger,5.6,125.0,68.0,Southpaw,False,Female,Women's Flyweight,7.0,6.0,0.0,492.12,0.25,30.5,1.25,0.12,116.88,0.43,0.12,1.0,0.0,0.0,Hybrid
01762e1d4ff4dc51,Justice Torres,No Nickname,5.7,145.0,66.0,Southpaw,False,,,12.0,4.0,0.0,,,,,,,,,,,,
01784fbc27c68b14,Rachael Ostovich,No Nickname,5.3,125.0,62.0,Orthodox,False,Female,Women's Flyweight,4.0,6.0,0.0,555.25,0.0,23.25,1.0,0.25,21.5,0.44,0.25,0.0,0.0,0.0,Hybrid
01afe0916a40c7c5,Shavkat Rakhmonov,Nomad,6.1,170.0,77.0,Orthodox,False,Male,Welterweight,19.0,0.0,0.0,644.43,0.14,26.86,0.71,0.43,232.29,0.55,0.43,0.25,0.5,0.25,Striker
01b352b6a9074d5c,Chase Sherman,The Vanilla Gorilla,6.4,250.0,78.0,Orthodox,False,Male,Heavyweight,16.0,12.0,0.0,641.33,0.2,68.93,0.0,0.0,18.4,0.46,0.0,0.6,0.0,0.4,Hybrid
01b39decaf0abf6a,Benji Radach,Razor,5.1,185.0,,Orthodox,False,Male,Welterweight,21.0,7.0,0.0,394.33,0.67,14.33,0.0,0.0,210.33,0.59,0.0,0.0,0.0,1.0,Striker
01c9e4013afce141,Michael Aswell Jr.,The Texas Kid,5.8,145.0,69.0,Orthodox,False,Male,Featherweight,11.0,3.0,0.0,501.0,0.0,63.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,Hybrid
01d2ed8c502e3828,Caros Fodor,The Future,5.9,155.0,74.0,Orthodox,False,Male,Lightweight,11.0,6.0,0.0,900.0,0.0,47.0,3.0,0.0,127.0,0.51,0.0,0.0,0.0,0.0,Striker
01daf32100ed7517,Koji Oishi,No Nickname,5.8,170.0,,Orthodox,False,Male,Welterweight,25.0,10.0,10.0,492.0,0.0,1.5,1.5,0.0,152.5,0.17,0.0,0.0,0.0,0.0,No Clear Style
01dd4cdc2446f665,Gary Padilla,No Nickname,5.11,205.0,,Orthodox,False,,,12.0,6.0,0.0,,,,,,,,,,,,
01dfb60661153735,Paulo Renato Junior,No Nickname,6.0,205.0,73.0,Orthodox,False,,,12.0,3.0,0.0,,,,,,,,,,,,
01f022fa494188e2,Josh Bryant,The Beast,5.1,185.0,,Orthodox,False,Male,Middleweight,15.0,4.0,0.0,492.0,1.0,50.0,0.0,0.0,5.0,0.56,0.0,1.0,0.0,0.0,Striker
01f4bcd26ac08ad5,Israel Delgado,No Nickname,5.1,155.0,,Orthodox,False,,,0.0,2.0,0.0,,,,,,,,,,,,
01f86e2d604e2f3c,Yoko Takahashi,No Nickname,5.8,150.0,,Orthodox,False,,,15.0,12.0,2.0,,,,,,,,,,,,
01fcef7e3d051722,Henry Briones,Bure,5.8,135.0,69.0,Orthodox,False,Male,Bantamweight,16.0,8.0,1.0,615.6,0.6,41.6,1.2,0.6,78.4,0.52,0.6,0.25,0.5,0.25,Striker
01fed6f61ebea01f,Jay Perrin,The Joker,5.7,135.0,67.0,Switch,False,Male,Bantamweight,10.0,7.0,0.0,654.67,0.0,44.67,1.67,0.0,154.67,0.47,0.0,0.0,0.0,0.0,Striker
02177caefe7c07d4,Lloyd Van Dams,No Nickname,6.1,240.0,,Southpaw,False,,,0.0,1.0,0.0,,,,,,,,,,,,
0232cabbc30a2372,Adrian Yanez,No Nickname,5.7,135.0,70.0,Orthodox,False,Male,Bantamweight,17.0,6.0,0.0,449.22,0.67,46.89,0.22,0.0,28.44,0.45,0.0,0.83,0.0,0.17,Hybrid
024158997e7c5829,Freddy Vidal,The Barbarian,6.3,205.0,80.0,Orthodox,False,,,4.0,1.0,0.0,,,,,,,,,,,,
02500fb9fd79a974,Jason Reinhardt,No Nickname,5.6,135.0,,Orthodox,False,Male,Bantamweight,20.0,3.0,0.0,157.33,0.0,1.33,0.33,0.0,26.33,0.55,0.0,0.0,0.0,0.0,Hybrid
025f0b1b58fbad01,Darko Stosic,No Nickname,6.0,205.0,76.0,Orthodox,False,Male,Light Heavyweight,13.0,4.0,0.0,723.25,0.0,31.25,2.0,0.0,77.5,0.38,0.0,0.0,0.0,1.0,Hybrid
026b4f7049085842,Harris Sarmiento,The Hitman,5.9,155.0,,Orthodox,False,,,36.0,26.0,0.0,,,,,,,,,,,,
0275e33febc2818c,DeMarco Villalona,No Nickname,5.9,185.0,,Orthodox,False,,,1.0,3.0,0.0,,,,,,,,,,,,
029880cdbf5ca089,Sean Sherk,The Muscle Shark,5.6,155.0,67.0,Orthodox,False,Male,Lightweight,36.0,4.0,1.0,934.67,0.0,34.58,4.17,0.33,436.42,0.47,0.33,0.12,0.12,0.75,Wrestler
029afd138865d20a,Rafael Alves,The Turn,5.8,155.0,68.0,Orthodox,False,Male,Lightweight,20.0,12.0,0.0,649.5,0.0,28.75,1.5,0.0,313.75,0.41,0.0,0.0,0.0,1.0,Hybrid
029e1293e609fd74,Abubakar Nurmagomedov,No Nickname,5.11,170.0,72.0,Orthodox,False,Male,Welterweight,17.0,4.0,1.0,717.5,0.0,31.75,0.25,0.5,122.5,0.36,0.5,0.0,0.33,0.67,Hybrid
029eaff01e6bb8f0,Dustin Poirier,The Diamond,5.9,155.0,72.0,Southpaw,False,Male,Lightweight,30.0,10.0,0.0,652.88,0.47,57.34,0.78,0.88,121.88,0.49,0.88,0.59,0.18,0.23,Striker
02a65a55f25fb4f3,Masakatsu Okuda,No Nickname,,,,Orthodox,False,,,8.0,5.0,0.0,,,,,,,,,,,,
02bb48869eb7ac8f,Rayanne dos Santos,No Nickname,5.2,115.0,62.0,Orthodox,False,Female,Women's Strawweight,14.0,9.0,0.0,900.0,0.0,95.0,0.67,0.0,69.0,0.37,0.0,0.0,0.0,1.0,Hybrid
02d276b7d62b3472,Rudyard Moncayo,No Nickname,5.1,195.0,,Orthodox,False,Male,Open Weight,0.0,3.0,0.0,68.0,0.0,0.0,0.0,0.0,125.64192771084338,0.4450561797752809,0.0,0.0,0.0,0.0,No Clear Style
02d808afb96669de,Alex Zuniga,No Nickname,,145.0,,Orthodox,False,,,6.0,3.0,0.0,,,,,,,,,,,,
02e52b3a595f0786,Kevin Jordan,The Shaman,6.3,245.0,,Orthodox,False,Male,Heavyweight,11.0,9.0,0.0,559.5,0.0,18.0,0.0,0.0,43.5,0.44,0.0,0.0,0.0,0.0,Hybrid
02f0e04acf102ea9,Michael Knaap,Hammer,6.2,220.0,,Orthodox,False,,,18.0,22.0,3.0,,,,,,,,,,,,
02f2a9702ba3d167,Artem Lobov,The Russian Hammer,5.9,145.0,65.0,Southpaw,False,Male,Featherweight,13.0,15.0,1.0,985.71,0.14,68.71,1.71,0.14,138.71,0.45,0.14,0.0,0.0,1.0,Striker
02f484417a6fa69d,Uran Satybaldiev,Gorilla,6.4,205.0,79.0,Orthodox,False,Male,Light Heavyweight,9.0,1.0,0.0,532.5,0.5,19.0,0.0,1.0,45.0,0.24,1.0,0.0,1.0,0.0,No Clear Style
02f8fedc18cbd26c,Emily Ducote,Gordinha,5.2,115.0,63.0,Orthodox,False,Female,Women's Strawweight,13.0,9.0,0.0,900.0,0.0,102.2,0.2,0.0,13.6,0.44,0.0,0.0,0.0,1.0,Striker
02fc8f50f56eb307,Trent Jenkins,No Nickname,6.2,185.0,,Orthodox,False,,,0.0,4.0,0.0,,,,,,,,,,,,
030f08370fd1c2bb,Kerry Schall,Meat Truck,6.2,265.0,,Orthodox,False,Male,Heavyweight,24.0,13.0,0.0,508.0,0.0,8.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,No Clear Style
0313bf497de9c470,Igor Borisov,No Nickname,6.0,235.0,,Orthodox,False,,,1.0,1.0,0.0,,,,,,,,,,,,
031da10a00c8ccd4,Jin Aoi,No Nickname,5.6,145.0,68.0,Orthodox,False,,,14.0,6.0,1.0,,,,,,,,,,,,
032b65d5fff611b2,Tsuyoshi Kurihara,No Nickname,5.1,185.0,,Orthodox,False,,,10.0,8.0,2.0,,,,,,,,,,,,
032cc3922d871c7f,Khabib Nurmagomedov,The Eagle,5.1,155.0,70.0,Orthodox,False,Male,Lightweight,29.0,0.0,0.0,793.46,0.0,49.23,3.69,0.62,316.08,0.44,0.62,0.12,0.5,0.38,Wrestler
033343da4c0cff8a,Carina Damm,Beauty But the Beast,5.4,135.0,,Orthodox,False,,,2.0,13.0,0.0,,,,,,,,,,,,
033d19259f589457,Anthony Avila,No Nickname,5.7,145.0,,Orthodox,False,,,13.0,5.0,0.0,,,,,,,,,,,,
0359313549d230a1,Pete Sell,Drago,5.11,170.0,75.0,Orthodox,False,Male,Welterweight,10.0,7.0,0.0,563.14,0.14,24.43,0.57,0.57,83.86,0.29,0.57,0.0,0.5,0.5,Hybrid
03688dc3c3af3ac1,Bas Rutten,El Guapo,6.1,205.0,,Orthodox,False,Male,Heavyweight,28.0,4.0,1.0,607.5,0.5,24.5,0.0,0.5,192.008,0.56,0.5,0.5,0.0,0.5,Striker
036e96c1c12b8a59,Nick Fiore,No Nickname,5.1,155.0,72.0,Orthodox,False,Male,Lightweight,6.0,2.0,0.0,900.0,0.0,42.5,2.5,0.0,160.5,0.46,0.0,0.0,0.0,0.0,Striker
037cfd34a27d59e9,Michael Oliveira,PQD,6.1,170.0,78.0,Orthodox,False,,,9.0,0.0,0.0,,,,,,,,,,,,
03b1b79b34eaf217,Nayara Maia,Capita,5.5,125.0,66.0,Orthodox,False,,,7.0,1.0,1.0,,,,,,,,,,,,
03b1e846b09f721d,Denis Sobolev,No Nickname,6.3,216.0,,Orthodox,False,,,4.0,7.0,0.0,,,,,,,,,,,,
03c9994c5b8958ec,John Cholish,No Nickname,5.11,155.0,74.0,Orthodox,False,Male,Lightweight,8.0,3.0,0.0,643.33,0.0,18.33,0.33,0.0,25.0,0.27,0.0,0.0,0.0,0.0,Hybrid
03da33a102d9a45f,Jose Canseco,No Nickname,6.4,240.0,,Orthodox,False,,,0.0,1.0,0.0,,,,,,,,,,,,
03dee485905dbc9f,Zachary Scroggin,No Nickname,6.3,170.0,74.0,Orthodox,False,Male,Welterweight,7.0,1.0,0.0,75.0,0.0,3.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,No Clear Style
03e8df49c4a059ba,Yusaku Nakamura,No Nickname,5.5,145.0,,Orthodox,False,,,14.0,4.0,1.0,,,,,,,,,,,,
03f982ca3735070c,Walt Harris,The Big Ticket,6.5,250.0,77.0,Southpaw,False,Male,Heavyweight,13.0,10.0,0.0,389.56,0.5,16.75,0.12,0.06,17.0,0.37,0.06,0.86,0.0,0.0,Hybrid
040426baba8a45e8,Nate Schroeder,No Nickname,6.1,230.0,,Orthodox,False,Male,Heavyweight,11.0,10.0,0.0,433.0,0.0,9.0,1.0,0.0,210.0,0.5,0.0,0.0,0.0,0.0,Hybrid
04076783ca83d6ae,Minoru Toyonaga,No Nickname,5.11,195.0,,Southpaw,False,,,2.0,5.0,0.0,,,,,,,,,,,,
040a74bb0a465c54,Arnold Allen,Almighty,5.8,145.0,70.0,Southpaw,False,Male,Featherweight,20.0,3.0,0.0,817.15,0.23,40.15,1.23,0.15,115.85,0.39,0.15,0.11,0.11,0.78,Hybrid
040d3b4c735541aa,Zoila Frausto,Warrior Princess,5.4,135.0,,Orthodox,False,,,13.0,5.0,0.0,,,,,,,,,,,,
042cc07ad5a53a33,Lucrezia Ria,No Nickname,5.6,125.0,,Orthodox,False,,,8.0,2.0,0.0,,,,,,,,,,,,
045f25b3a4c08e81,Jack Marshman,The Hammer,6.0,185.0,73.0,Orthodox,False,Male,Middleweight,23.0,10.0,0.0,612.88,0.12,29.88,0.5,0.0,46.12,0.23,0.0,0.33,0.0,0.67,No Clear Style
04643fd03d9159cc,Marcus Aurelio,Maximus,5.1,155.0,74.0,Orthodox,False,Male,Lightweight,22.0,10.0,0.0,647.5,0.17,25.5,0.83,0.5,90.17,0.41,0.5,0.5,0.5,0.0,Hybrid
046a85108610c0d2,Dashawn Boatwright,"Buck, the 400-pound Silverback",6.0,205.0,,Orthodox,False,,,3.0,1.0,0.0,,,,,,,,,,,,
047a91d3d9c79b05,Collin Anglin,No Nickname,5.9,145.0,71.0,Orthodox,False,Male,Featherweight,8.0,3.0,0.0,340.0,0.5,26.0,0.0,0.0,42.0,0.39,0.0,1.0,0.0,0.0,Hybrid
04835018f90b118c,Casey O'Neill,King,5.6,125.0,69.0,Orthodox,False,Female,Women's Flyweight,10.0,2.0,0.0,708.57,0.0,75.86,0.57,0.57,98.86,0.5,0.57,0.0,0.67,0.33,Striker
0496cdac0bc9edd8,Jesse Finney,No Nickname,6.0,170.0,,Orthodox,False,,,5.0,1.0,0.0,,,,,,,,,,,,
049d698d773eb3e1,Matt Horwich,Suave,6.1,185.0,,Orthodox,False,Male,Middleweight,30.0,25.0,1.0,900.0,0.0,20.0,0.0,4.0,173.0,0.63,4.0,0.0,0.0,0.0,Wrestler
04b39f4e8eb59d7c,Oluwale Bamgbose,Holy War Angel,5.11,185.0,78.0,Switch,False,Male,Middleweight,6.0,4.0,0.0,382.4,0.0,15.2,1.0,0.0,98.2,0.53,0.0,0.0,0.0,1.0,Hybrid
04c15b52c3cc1cab,Nate Mohr,No Nickname,5.9,155.0,72.0,Orthodox,False,Male,Lightweight,9.0,7.0,0.0,498.5,0.0,31.5,0.25,0.0,30.25,0.51,0.0,0.0,0.0,1.0,Hybrid
04c8b08b16a5b99e,Tanner Boser,The Bulldozer,6.2,205.0,75.0,Orthodox,False,Male,Light Heavyweight,21.0,10.0,1.0,659.3,0.1,41.0,0.6,0.1,124.5,0.46,0.1,0.5,0.0,0.5,Hybrid
04d5718ed2661e8c,Jorge Gurgel,No Nickname,5.7,155.0,69.0,Orthodox,False,Male,Lightweight,14.0,10.0,0.0,898.29,0.0,50.86,0.86,0.14,225.43,0.33,0.14,0.0,0.0,1.0,Hybrid
04e0507b94014dbb,Samuel Silva,Caveira,6.0,155.0,72.0,Orthodox,False,,,13.0,5.0,1.0,,,,,,,,,,,,
04e9955f33e0c267,Joao Paulo Faria,No Nickname,5.9,155.0,,Orthodox,False,,,1.0,1.0,0.0,,,,,,,,,,,,
04f0471f221db717,Victor Jones,No Nickname,,145.0,,Orthodox,False,,,1.0,3.0,0.0,,,,,,,,,,,,
04f9fe830cf13482,Gerald Strebendt,The Finishing Machine,5.9,155.0,,Orthodox,False,Male,Lightweight,9.0,7.0,0.0,165.0,0.0,0.0,0.0,3.0,0.0,0.306,3.0,0.0,0.0,0.0,No Clear Style
04ff3a711504d6b3,Magomed Zaynukov,Wild Chanco,5.1,155.0,68.0,Orthodox,False,,,8.0,0.0,0.0,,,,,,,,,,,,
0505e27a5d00704a,DongHyun Seo,Pinnacle,5.7,145.0,67.0,Orthodox,False,,,7.0,3.0,1.0,,,,,,,,,,,,
0509b954421bb327,John Doyle,The Iron Bull,5.11,205.0,,Orthodox,False,,,11.0,22.0,0.0,,,,,,,,,,,,
052ceb8976695342,Chase Gormley,No Nickname,6.3,265.0,,Orthodox,False,Male,Heavyweight,14.0,6.0,0.0,145.5,0.0,5.0,0.5,0.5,44.5,0.34,0.5,0.0,0.0,0.0,No Clear Style
05339613bf8e9808,Rob Font,No Nickname,5.8,135.0,71.0,Orthodox,False,Male,Catch Weight,22.0,9.0,0.0,789.3,0.4,60.4,0.8,0.35,102.4,0.45,0.35,0.23,0.08,0.69,Striker
0541480fbf719d86,Houston Alexander,The Assassin,6.0,205.0,72.0,Orthodox,False,Male,Light Heavyweight,17.0,15.0,1.0,252.5,0.5,15.33,0.17,0.0,18.17,0.45,0.0,1.0,0.0,0.0,Hybrid
054defd5420a551f,Rob Kimmons,The Rosedale Reaper,5.1,185.0,73.0,Orthodox,False,Male,Middleweight,25.0,9.0,0.0,433.14,0.14,21.43,1.0,1.43,181.71,0.5,1.43,0.25,0.5,0.25,Wrestler
05560764359161e4,Constantinos Philippou,No Nickname,5.11,185.0,73.0,Orthodox,False,Male,Middleweight,13.0,5.0,0.0,670.0,0.2,24.7,1.1,0.0,188.9,0.35,0.0,0.25,0.0,0.75,Hybrid
0565706b1e7f7e7c,Kaiwen,The Underdog,5.8,145.0,71.0,Switch,False,,,15.0,7.0,0.0,,,,,,,,,,,,
056c493bbd76a918,Henry Cejudo,Triple C,5.4,135.0,64.0,Orthodox,False,Male,Bantamweight,16.0,5.0,0.0,819.69,0.38,57.06,1.12,0.06,117.81,0.48,0.06,0.44,0.0,0.56,Striker
0577808d22dfe79c,Jon Olav Einemo,The Viking,6.6,253.0,,Orthodox,False,Male,Heavyweight,6.0,3.0,0.0,699.5,0.0,32.5,0.5,0.0,58.5,0.6,0.0,0.0,0.0,0.0,Striker
057a241e4ba90c4d,Ivan Gnizditskiy,No Nickname,,205.0,,Orthodox,False,,,5.0,0.0,0.0,,,,,,,,,,,,
05866d8c3a321856,Marvin Eastman,The Beastman,5.9,185.0,73.0,Orthodox,False,Male,Middleweight,18.0,15.0,1.0,379.4,0.0,13.8,0.4,0.0,59.4,0.33,0.0,0.0,0.0,1.0,No Clear Style
058e4e08a1ad8aba,Dale Hartt,No Nickname,5.1,155.0,69.0,Orthodox,False,Male,Lightweight,6.0,3.0,0.0,245.33,0.0,4.67,0.33,0.67,12.0,0.3,0.67,1.0,0.0,0.0,No Clear Style
0597a4528ebd1307,Chris Price,The Exorcist,6.2,185.0,,Southpaw,False,Male,Middleweight,19.0,4.0,0.0,208.5,0.0,5.0,0.0,0.5,19.5,0.75,0.5,0.0,0.0,0.0,Striker
05a0556072931f01,Jason Ireland,The Irish Tornado,5.9,161.0,,Southpaw,False,,,19.0,9.0,1.0,,,,,,,,,,,,
05b17ae24e6bba81,Shin Haraguchi,No Nickname,5.5,145.0,68.0,Switch,False,,,8.0,2.0,0.0,,,,,,,,,,,,
05b43e0ead3df345,Kailin Curran,No Nickname,5.4,115.0,65.0,Orthodox,False,Female,Women's Strawweight,4.0,5.0,0.0,705.86,0.0,55.14,2.29,0.29,116.0,0.46,0.29,0.0,0.25,0.75,Striker
05e4be525cb3578c,Everett Cummings,No Nickname,,205.0,,Orthodox,False,,,12.0,0.0,0.0,,,,,,,,,,,,
05fa626cb33d15b8,Andrea Lee,KGB,5.6,125.0,69.0,Orthodox,False,Female,Women's Flyweight,13.0,11.0,0.0,856.57,0.07,63.71,1.79,0.43,95.5,0.45,0.43,0.0,0.14,0.86,Striker
05fbfe628658c538,Ricardo Arona,The Brazilian Tiger,5.11,205.0,,Orthodox,False,,,14.0,5.0,0.0,,,,,,,,,,,,
062e57ca1a3c95a8,Fiona Muxlow,No Nickname,5.4,145.0,,Orthodox,False,,,6.0,3.0,0.0,,,,,,,,,,,,
063649e21bc9d6d5,Luiz Azeredo,No Nickname,5.9,154.0,,Orthodox,False,,,15.0,10.0,0.0,,,,,,,,,,,,
0641c21bec209472,Mike Jackson,The Truth,6.2,170.0,74.0,Orthodox,False,Male,Welterweight,1.0,2.0,0.0,317.5,0.5,31.25,0.25,0.0,119.0,0.54,0.0,1.0,0.0,0.0,Striker
064b7dc68d786254,Cain Carrizosa,The Insane,5.8,155.0,,Orthodox,False,Male,Lightweight,10.0,3.0,0.0,486.0,0.5,22.0,0.0,0.0,30.0,0.22,0.0,0.0,0.0,0.0,No Clear Style
065eb44700e641a4,Devin Powell,No Nickname,6.0,155.0,73.0,Orthodox,False,Male,Lightweight,9.0,4.0,0.0,703.0,0.25,44.25,1.75,0.5,299.75,0.49,0.5,0.25,0.0,0.75,Striker
06626b6287e1ae1e,Chris Padilla,Taco,5.9,155.0,74.0,Orthodox,False,Male,Lightweight,16.0,6.0,0.0,574.25,0.0,42.5,0.0,0.0,53.5,0.48,0.0,1.0,0.0,0.0,Hybrid
06734ca9d88dec3a,Shara Magomedov,Bullet,6.2,185.0,73.0,Orthodox,False,Male,Middleweight,16.0,1.0,0.0,823.17,0.33,82.17,0.0,0.0,21.0,0.64,0.0,0.33,0.0,0.67,Striker
06827d70c53ff0d9,Scott Askham,No Nickname,6.3,185.0,75.0,Southpaw,False,Male,Middleweight,14.0,4.0,0.0,676.17,0.67,45.33,0.83,0.0,111.33,0.61,0.0,0.5,0.0,0.5,Striker
068f8a189a47fea6,Maurice Greene,The Crochet Boss,6.7,258.0,80.0,Orthodox,False,Male,Heavyweight,9.0,7.0,0.0,507.12,0.62,35.12,0.5,0.12,159.75,0.54,0.12,0.5,0.17,0.33,Striker
0693b2eab79198ea,Sergei Kharitonov,No Nickname,6.0,245.0,,Orthodox,False,,,26.0,6.0,0.0,,,,,,,,,,,,
0699c4b2a7c3c76f,Justin Pennington,No Nickname,5.4,,,Orthodox,False,,,3.0,3.0,0.0,,,,,,,,,,,,
06a80a685ea98573,Irwin Rivera,The Beast,5.6,135.0,67.0,Southpaw,False,Male,Bantamweight,10.0,6.0,0.0,900.0,0.0,50.33,1.0,0.0,27.67,0.44,0.0,0.0,0.0,1.0,Hybrid
06c60fc2c8dcd7bd,Takashi Sugiura,No Nickname,5.11,225.0,,Southpaw,False,,,1.0,3.0,0.0,,,,,,,,,,,,
06d4eb8123087123,Jonathan Contrestano,JT,,155.0,,Orthodox,False,,,6.0,0.0,0.0,,,,,,,,,,,,
06dc1a58663579d2,Travis Galbraith,The Gladiator,6.0,170.0,,Orthodox,False,,,18.0,7.0,0.0,,,,,,,,,,,,
06dced58ca24a6bd,Junior Barata,No Nickname,5.1,170.0,,Orthodox,False,,,9.0,3.0,1.0,,,,,,,,,,,,
06dd61c8d545c63f,Icaro Brito,No Nickname,,145.0,,Orthodox,False,,,7.0,1.0,0.0,,,,,,,,,,,,
06e4245d16fc5315,Ailin Perez,Fiona,5.5,135.0,66.0,Switch,False,Female,Women's Bantamweight,12.0,2.0,0.0,737.67,0.17,25.0,1.5,0.33,118.33,0.49,0.33,0.0,0.5,0.5,Striker
06f0ffa6446c5b6d,Branden Lee Hinkle,The Iron Lion,6.3,235.0,,Orthodox,False,Male,Heavyweight,17.0,11.0,0.0,276.33,0.0,12.0,1.33,1.33,132.67,0.66,1.33,1.0,0.0,0.0,Wrestler
06f36cf4bd97ec77,Ed Herman,Short Fuse,6.1,205.0,77.0,Orthodox,False,Male,Light Heavyweight,27.0,16.0,0.0,592.42,0.12,33.12,1.73,0.58,210.54,0.53,0.58,0.23,0.38,0.38,Wrestler
07047eb7d17fb0a2,Daria Zhelezniakova,Iron Lady,5.9,135.0,68.0,Orthodox,False,Female,Women's Bantamweight,10.0,2.0,0.0,677.33,0.0,43.0,1.33,0.0,121.0,0.34,0.0,0.0,0.0,1.0,Hybrid
07225ba28ae309b6,Charles Oliveira,Do Bronxs,5.1,155.0,74.0,Orthodox,False,Male,Lightweight,36.0,11.0,0.0,450.06,0.22,24.11,1.0,0.69,162.11,0.51,0.69,0.31,0.56,0.12,Wrestler
